phase,flux,flux_white,model,model_fit
0.4795212323019539,-5.057995e-06,0.1746956,0.09007406,0.0
0.48022000895468103,-0.00015328385,-0.5485165,0.08769225,0.0
0.480948240482985,-0.00033765697,-0.600639,0.46042126,0.0
0.4811549136089819,2.9929795e-05,-0.048881833,-0.26098526,0.0
0.4823194742462975,6.680826e-05,1.0580603000000002,0.20023094,0.0
0.4834451740077296,2.9611929e-05,0.6955978,0.19214469,0.0
0.4836402550293735,2.7481143e-05,0.46525735,-0.06727214,0.0
0.4837025014656514,-7.9575955e-05,-0.10285245,-0.21447572,0.0
0.4840625182847159,-0.00032589007999999996,-0.013990448,0.2031954,0.0
0.4847200178412974,1.557884e-05,0.96740866,0.5378263000000001,0.0
0.4852893828873633,-0.00023404218999999998,-0.73621,0.12001473,0.0
0.4856136166349259,2.4439558e-05,0.22557338,-0.07877753,0.0
0.4867378494054846,-0.00021663686,-0.39023185,0.10803070000000001,0.0
0.4880737315651993,-0.00043031582000000015,-0.62757015,0.24936314,0.0
0.4880837416205712,-0.00031766490000000004,-0.74805564,-0.08480157,0.0
0.4882304407079176,-5.5430108e-05,0.25124595,0.4855626,0.0
0.4886115706897491,-3.886268e-05,0.15618706,0.21024154,0.0
0.4892273616822812,4.4513973999999997e-05,0.47724956,0.07178580000000001,0.0
0.4896354727903736,-5.0163588e-05,-0.73582727,0.037256222,0.0
0.4911635019899852,3.5685140000000004e-05,0.34059548,0.12642483,0.0
0.4924713099714155,-0.00015436484,-0.570133,0.17795629999999998,0.0
0.492708904963863,-1.3232526e-05,-0.5375627,-0.78614193,0.0
0.4928264943499556,0.00014951028999999998,0.3442002,0.26839507,0.0
0.4931674690521919,-0.00022393235,-0.6337656,0.1966809,0.0
0.4937420692421591,-0.00037461607,-1.1005298000000001,-0.011034697,0.0
0.4939884661798474,-0.00026497072999999996,-0.039562643,0.3094423,0.0
0.4945525960820119,0.00011776377,0.73145634,0.20040831,0.0
0.4955957128866261,-0.00011118264,-0.38730603,-0.029859379,0.0
0.4968654941634539,-0.00046551198,-1.7441137,-0.07032328,0.0
0.49743025688521103,3.5601642999999986e-06,0.7550812,0.5615062,0.0
0.4977314214821752,-0.00028032836,-0.9565275,0.026799906000000002,0.0
0.4982640829918775,9.921226999999999e-05,0.85027415,0.37602568,0.0
0.4983466371841686,-0.00042845370000000016,-0.8246336,0.22520818,0.0
