,frame,flux,std
0,-3.141592653589793,1.0,0.0
1,-3.1403357651506694,1.0,0.0
2,-3.1390788767115456,1.0,0.0
3,-3.137821988272422,1.0,0.0
4,-3.136565099833298,1.0,0.0
5,-3.1353082113941744,1.0,0.0
6,-3.1340513229550506,1.0,0.0
7,-3.132794434515927,1.0,0.0
8,-3.131537546076803,1.0,0.0
9,-3.1302806576376794,1.0,0.0
10,-3.1290237691985556,1.0,0.0
11,-3.127766880759432,1.0,0.0
12,-3.126509992320308,1.0,0.0
13,-3.1252531038811844,1.0,0.0
14,-3.1239962154420606,1.0,0.0
15,-3.122739327002937,1.0,0.0
16,-3.121482438563813,1.0,0.0
17,-3.1202255501246894,1.0,0.0
18,-3.1189686616855656,1.0,0.0
19,-3.117711773246442,1.0,0.0
20,-3.116454884807318,1.0,0.0
21,-3.1151979963681944,1.0,0.0
22,-3.1139411079290706,1.0,0.0
23,-3.112684219489947,1.0,0.0
24,-3.111427331050823,1.0,0.0
25,-3.1101704426116994,1.0,0.0
26,-3.1089135541725756,1.0,0.0
27,-3.107656665733452,1.0,0.0
28,-3.106399777294328,1.0,0.0
29,-3.1051428888552044,1.0,0.0
30,-3.1038860004160806,1.0,0.0
31,-3.102629111976957,1.0,0.0
32,-3.101372223537833,1.0,0.0
33,-3.10011533509871,1.0,0.0
34,-3.098858446659586,1.0,0.0
35,-3.0976015582204623,1.0,0.0
36,-3.0963446697813386,1.0,0.0
37,-3.095087781342215,1.0,0.0
38,-3.093830892903091,1.0,0.0
39,-3.0925740044639674,1.0,0.0
40,-3.0913171160248436,1.0,0.0
41,-3.09006022758572,1.0,0.0
42,-3.088803339146596,1.0,0.0
43,-3.0875464507074724,1.0,0.0
44,-3.0862895622683486,1.0,0.0
45,-3.085032673829225,1.0,0.0
46,-3.083775785390101,1.0,0.0
47,-3.0825188969509774,1.0,0.0
48,-3.0812620085118536,1.0,0.0
49,-3.08000512007273,1.0,0.0
50,-3.078748231633606,1.0,0.0
51,-3.0774913431944824,1.0,0.0
52,-3.0762344547553586,1.0,0.0
53,-3.074977566316235,1.0,0.0
54,-3.073720677877111,1.0,0.0
55,-3.0724637894379874,1.0,0.0
56,-3.0712069009988636,1.0,0.0
57,-3.06995001255974,1.0,0.0
58,-3.068693124120616,1.0,0.0
59,-3.0674362356814924,1.0,0.0
60,-3.0661793472423686,1.0,0.0
61,-3.064922458803245,1.0,0.0
62,-3.063665570364121,1.0,0.0
63,-3.0624086819249974,1.0,0.0
64,-3.0611517934858736,0.9998470833333322,8.223336542357608e-05
65,-3.05989490504675,0.9994141666666674,0.00016547700410901852
66,-3.058638016607626,0.9993625000000004,0.000198457594126993
67,-3.0573811281685024,0.9993320833333341,0.0002099400542747728
68,-3.0561242397293786,0.9993049999999998,0.00020252571853142636
69,-3.054867351290255,0.9993316666666666,0.00019737161790784718
70,-3.053610462851131,0.9993516666666672,0.0001782943882708942
71,-3.0523535744120074,0.999335416666667,0.00015724129988299107
72,-3.0510966859728836,0.9993120833333337,0.00019094019933535815
73,-3.04983979753376,0.9992966666666668,0.0001603035315338469
74,-3.048582909094636,0.9993362500000005,0.0001860737421024384
75,-3.0473260206555124,0.9993354166666666,0.0001754038000031908
76,-3.0460691322163886,0.9993333333333337,0.00019762478477042887
77,-3.044812243777265,0.9993450000000001,0.00015777093099386384
78,-3.043555355338141,0.9993666666666662,0.0001744435597996105
79,-3.0422984668990174,0.9993304166666673,0.0001652391995125873
80,-3.0410415784598936,0.9993354166666673,0.0001522601711618185
81,-3.03978469002077,0.9993662500000003,0.0001663533513338573
82,-3.038527801581646,0.9993345833333336,0.00016718201574599081
83,-3.0372709131425224,0.9993079166666671,0.00017126926087954078
84,-3.0360140247033987,0.9993245833333337,0.0001928941671544991
85,-3.034757136264275,0.9993154166666668,0.00017628053321025333
86,-3.033500247825151,0.9993325000000002,0.00018737773791641308
87,-3.0322433593860274,0.999337083333334,0.00018702671749127475
88,-3.0309864709469037,0.9993033333333337,0.00019745604292827513
89,-3.02972958250778,0.9993174999999997,0.00020006769687617564
