frame,2d,3d
-9.393317090132571323e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.363354356192754580e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.333391622252937836e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.303428888313121092e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.273466154373304349e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.243503420433487605e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.213540686493670862e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.183577952553853008e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.153615218614036264e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.123652484674219520e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.093689750734402777e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.063727016794586033e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.033764282854769290e-01,1.000000000000000000e+00,1.000000000000000000e+00
-9.003801548914952546e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.973838814975135802e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.943876081035319059e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.913913347095502315e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.883950613155685572e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.853987879215867718e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.824025145276050974e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.794062411336234231e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.764099677396417487e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.734136943456600743e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.704174209516784000e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.674211475576967256e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.644248741637150513e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.614286007697333769e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.584323273757517025e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.554360539817700282e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.524397805877883538e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.494435071938066795e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.464472337998250051e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.434509604058433307e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.404546870118616564e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.374584136178799820e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.344621402238983077e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.314658668299166333e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.284695934359349589e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.254733200419532846e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.224770466479714992e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.194807732539898248e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.164844998600081505e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.134882264660264761e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.104919530720448018e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.074956796780631274e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.044994062840814530e-01,1.000000000000000000e+00,1.000000000000000000e+00
-8.015031328900997787e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.985068594961181043e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.955105861021364300e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.925143127081546446e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.895180393141729702e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.865217659201912959e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.835254925262096215e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.805292191322279471e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.775329457382462728e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.745366723442645984e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.715403989502829241e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.685441255563012497e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.655478521623195753e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.625515787683379010e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.595553053743562266e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.565590319803745523e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.535627585863928779e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.505664851924112035e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.475702117984295292e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.445739384044478548e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.415776650104661805e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.385813916164845061e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.355851182225028317e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.325888448285211574e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.295925714345394830e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.265962980405578087e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.236000246465760233e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.206037512525943489e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.176074778586126746e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.146112044646310002e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.116149310706493258e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.086186576766676515e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.056223842826859771e-01,1.000000000000000000e+00,1.000000000000000000e+00
-7.026261108887043028e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.996298374947226284e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.966335641007408430e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.936372907067591687e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.906410173127774943e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.876447439187958199e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.846484705248141456e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.816521971308324712e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.786559237368507969e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.756596503428691225e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.726633769488874481e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.696671035549057738e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.666708301609240994e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.636745567669424251e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.606782833729607507e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.576820099789790763e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.546857365849974020e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.516894631910157276e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.486931897970340533e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.456969164030523789e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.427006430090707045e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.397043696150890302e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.367080962211073558e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.337118228271256815e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.307155494331440071e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.277192760391622217e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.247230026451805474e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.217267292511988730e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.187304558572171986e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.157341824632355243e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.127379090692538499e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.097416356752721756e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.067453622812905012e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.037490888873088268e-01,1.000000000000000000e+00,1.000000000000000000e+00
-6.007528154933270415e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.977565420993453671e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.947602687053636927e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.917639953113820184e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.887677219174003440e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.857714485234186697e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.827751751294369953e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.797789017354553209e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.767826283414736466e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.737863549474919722e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.707900815535102979e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.677938081595286235e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.647975347655469491e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.618012613715652748e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.588049879775836004e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.558087145836019261e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.528124411896202517e-01,1.000000000000000000e+00,1.000000000000000000e+00
-5.498161677956385773e-01,1.000000000000000000e+00,9.999549999999995942e-01
-5.468198944016569030e-01,9.999776666666657654e-01,9.998688333333329847e-01
-5.438236210076752286e-01,9.998969999999994807e-01,9.997698333333333576e-01
-5.408273476136934432e-01,9.997951666666662351e-01,9.996524999999993888e-01
-5.378310742197117689e-01,9.996750000000002023e-01,9.995186666666669995e-01
-5.348348008257300945e-01,9.995409999999991246e-01,9.993766666666669130e-01
-5.318385274317484201e-01,9.993861666666669086e-01,9.992206666666666459e-01
-5.288422540377667458e-01,9.992180000000003837e-01,9.990651666666665598e-01
-5.258459806437850714e-01,9.990506666666667535e-01,9.988988333333332914e-01
-5.228497072498033971e-01,9.988826666666668075e-01,9.987419999999999076e-01
-5.198534338558217227e-01,9.987126666666669150e-01,9.985783333333340117e-01
-5.168571604618400483e-01,9.985546666666663684e-01,9.984121666666665451e-01
-5.138608870678583740e-01,9.983763333333335321e-01,9.982438333333334413e-01
-5.108646136738766996e-01,9.982290000000002550e-01,9.980915000000003534e-01
-5.078683402798950253e-01,9.980888333333328699e-01,9.979400000000001603e-01
-5.048720668859133509e-01,9.979619999999999047e-01,9.978063333333330176e-01
-5.018757934919316765e-01,9.978523333333330081e-01,9.976824999999999166e-01
-4.988795200979500022e-01,9.977933333333333099e-01,9.975758333333331063e-01
-4.958832467039682168e-01,9.977929999999999300e-01,9.975043333333333262e-01
-4.928869733099865424e-01,9.977978333333332728e-01,9.975023333333333797e-01
-4.898906999160048681e-01,9.977908333333331825e-01,9.975014999999994858e-01
-4.868944265220231937e-01,9.977819999999993916e-01,9.974923333333334252e-01
-4.838981531280415194e-01,9.977843333333332732e-01,9.974946666666667516e-01
-4.809018797340598450e-01,9.977803333333329361e-01,9.974945000000000617e-01
-4.779056063400781706e-01,9.977849999999998110e-01,9.974871666666669245e-01
-4.749093329460964963e-01,9.977943333333334497e-01,9.974791666666668055e-01
-4.719130595521148219e-01,9.977909999999999835e-01,9.974704999999993715e-01
-4.689167861581331476e-01,9.977906666666667146e-01,9.974723333333328501e-01
-4.659205127641514732e-01,9.977838333333330922e-01,9.974788333333333146e-01
-4.629242393701697988e-01,9.977733333333336230e-01,9.974903333333333677e-01
-4.599279659761881245e-01,9.977784999999997906e-01,9.974875000000000824e-01
-4.569316925822064501e-01,9.977793333333333514e-01,9.974953333333332894e-01
-4.539354191882247758e-01,9.977720000000004363e-01,9.974885000000001112e-01
-4.509391457942431014e-01,9.977604999999998281e-01,9.974956666666667804e-01
-4.479428724002614270e-01,9.977566666666667361e-01,9.974968333333334991e-01
-4.449465990062796417e-01,9.977426666666668886e-01,9.974950000000001316e-01
-4.419503256122979673e-01,9.977384999999998616e-01,9.974936666666669449e-01
-4.389540522183162929e-01,9.977345000000000796e-01,9.975103333333338318e-01
-4.359577788243346186e-01,9.977313333333329703e-01,9.975206666666661670e-01
-4.329615054303529442e-01,9.977293333333328018e-01,9.975325000000002662e-01
-4.299652320363712699e-01,9.977114999999999734e-01,9.975313333333333254e-01
-4.269689586423895955e-01,9.977101666666661206e-01,9.975368333333329840e-01
-4.239726852484079211e-01,9.976961666666672723e-01,9.975303333333334077e-01
-4.209764118544262468e-01,9.976903333333333457e-01,9.975206666666663891e-01
-4.179801384604445724e-01,9.976868333333331895e-01,9.975274999999997894e-01
-4.149838650664628981e-01,9.976993333333332714e-01,9.975236666666664753e-01
-4.119875916724812237e-01,9.977058333333332918e-01,9.975283333333331282e-01
-4.089913182784995493e-01,9.977071666666667005e-01,9.975306666666667876e-01
-4.059950448845178750e-01,9.977095000000002489e-01,9.975378333333334568e-01
-4.029987714905362006e-01,9.976964999999997641e-01,9.975270000000000525e-01
-4.000024980965544152e-01,9.976953333333337115e-01,9.975273333333335435e-01
-3.970062247025727409e-01,9.976961666666667172e-01,9.975344999999999906e-01
-3.940099513085910665e-01,9.976913333333329303e-01,9.975299999999996947e-01
-3.910136779146093922e-01,9.976863333333327866e-01,9.975465000000004467e-01
-3.880174045206277178e-01,9.976836666666668574e-01,9.975409999999999000e-01
-3.850211311266460434e-01,9.976771666666662819e-01,9.975351666666659733e-01
-3.820248577326643691e-01,9.976846666666663310e-01,9.975270000000002746e-01
-3.790285843386826947e-01,9.976961666666663842e-01,9.975188333333329105e-01
-3.760323109447010204e-01,9.976941666666664377e-01,9.975173333333337000e-01
-3.730360375507193460e-01,9.976899999999999658e-01,9.975124999999996911e-01
-3.700397641567376716e-01,9.976933333333336540e-01,9.975133333333329189e-01
-3.670434907627559973e-01,9.976731666666662779e-01,9.975051666666664429e-01
-3.640472173687743229e-01,9.976568333333335481e-01,9.975076666666666814e-01
-3.610509439747926486e-01,9.976524999999998311e-01,9.974968333333331660e-01
-3.580546705808109742e-01,9.976496666666666568e-01,9.974948333333328865e-01
-3.550583971868292998e-01,9.976448333333336471e-01,9.974878333333330183e-01
-3.520621237928476255e-01,9.976453333333328288e-01,9.974908333333333266e-01
-3.490658503988658401e-01,9.976483333333330261e-01,9.975011666666667720e-01
-3.460695770048841657e-01,9.976521666666664512e-01,9.975085000000000202e-01
-3.430733036109024914e-01,9.976406666666662870e-01,9.975021666666666897e-01
-3.400770302169208170e-01,9.976331666666670150e-01,9.975046666666667061e-01
-3.370807568229391427e-01,9.976209999999998690e-01,9.975199999999996292e-01
-3.340844834289574683e-01,9.976046666666673612e-01,9.975301666666667177e-01
-3.310882100349757939e-01,9.976038333333335784e-01,9.975260000000003568e-01
-3.280919366409941196e-01,9.975995000000001944e-01,9.975113333333333054e-01
-3.250956632470124452e-01,9.976055000000002559e-01,9.975071666666669445e-01
-3.220993898530307709e-01,9.976051666666669870e-01,9.975123333333334452e-01
-3.191031164590490965e-01,9.975966666666669092e-01,9.975201666666666522e-01
-3.161068430650674221e-01,9.976033333333330644e-01,9.975251666666662409e-01
-3.131105696710857478e-01,9.976014999999999189e-01,9.975258333333328897e-01
-3.101142962771040734e-01,9.975986666666664116e-01,9.975216666666665288e-01
-3.071180228831223991e-01,9.975983333333338088e-01,9.975095000000002710e-01
-3.041217494891406137e-01,9.975951666666668105e-01,9.974966666666665871e-01
-3.011254760951589393e-01,9.975983333333336978e-01,9.975071666666661674e-01
-2.981292027011772650e-01,9.976098333333334178e-01,9.975018333333334208e-01
-2.951329293071955906e-01,9.976091666666665470e-01,9.975156666666662453e-01
-2.921366559132139162e-01,9.976011666666667610e-01,9.975285000000000402e-01
-2.891403825192322419e-01,9.975958333333335704e-01,9.975330000000003361e-01
-2.861441091252505675e-01,9.975958333333333483e-01,9.975218333333333298e-01
-2.831478357312688932e-01,9.975978333333334058e-01,9.975075000000001024e-01
-2.801515623372872188e-01,9.975843333333336282e-01,9.975068333333333426e-01
-2.771552889433055444e-01,9.975938333333336239e-01,9.975024999999994035e-01
-2.741590155493238701e-01,9.975921666666670573e-01,9.974996666666670064e-01
-2.711627421553421957e-01,9.975978333333330728e-01,9.974930000000002961e-01
-2.681664687613605214e-01,9.975996666666659962e-01,9.974931666666670971e-01
-2.651701953673788470e-01,9.975969999999999560e-01,9.974863333333330306e-01
-2.621739219733971726e-01,9.975894999999999069e-01,9.974849999999997330e-01
-2.591776485794154983e-01,9.975966666666665761e-01,9.974913333333333965e-01
-2.561813751854338239e-01,9.976068333333333316e-01,9.974895000000003620e-01
-2.531851017914520385e-01,9.975938333333334018e-01,9.975130000000004271e-01
-2.501888283974703642e-01,9.975896666666667079e-01,9.975201666666663192e-01
-2.471925550034886898e-01,9.975896666666665968e-01,9.975211666666669030e-01
-2.441962816095070155e-01,9.975906666666668476e-01,9.975281666666667713e-01
-2.412000082155253411e-01,9.975859999999998617e-01,9.975268333333331405e-01
-2.382037348215436667e-01,9.975899999999999768e-01,9.975263333333334037e-01
-2.352074614275619924e-01,9.975843333333334062e-01,9.975229999999997155e-01
-2.322111880335803180e-01,9.975893333333335500e-01,9.975160000000005134e-01
-2.292149146395986437e-01,9.975775000000000059e-01,9.975221666666662657e-01
-2.262186412456169693e-01,9.975691666666669510e-01,9.975195000000003365e-01
-2.232223678516352949e-01,9.975698333333333778e-01,9.975241666666666562e-01
-2.202260944576536206e-01,9.975776666666665848e-01,9.975163333333332272e-01
-2.172298210636719462e-01,9.975778333333333858e-01,9.975176666666667469e-01
-2.142335476696902719e-01,9.975670000000002036e-01,9.975076666666669034e-01
-2.112372742757085975e-01,9.975596666666670664e-01,9.974965000000003412e-01
-2.082410008817268121e-01,9.975323333333335762e-01,9.975038333333331453e-01
-2.052447274877451378e-01,9.975435000000002495e-01,9.975068333333328985e-01
-2.022484540937634634e-01,9.975366666666666271e-01,9.975146666666659945e-01
-1.992521806997817890e-01,9.975421666666670628e-01,9.975170000000003201e-01
-1.962559073058001147e-01,9.975560000000002203e-01,9.975111666666666155e-01
-1.932596339118184403e-01,9.975674999999999404e-01,9.975151666666667305e-01
-1.902633605178367660e-01,9.975576666666666759e-01,9.975195000000000034e-01
-1.872670871238550916e-01,9.975523333333335962e-01,9.975221666666669318e-01
-1.842708137298734172e-01,9.975536666666667829e-01,9.975154999999999994e-01
-1.812745403358917429e-01,9.975349999999993944e-01,9.975113333333333054e-01
-1.782782669419100685e-01,9.975270000000002746e-01,9.975056666666667349e-01
-1.752819935479283942e-01,9.975336666666664298e-01,9.975158333333332683e-01
-1.722857201539467198e-01,9.975339999999995877e-01,9.975179999999997937e-01
-1.692894467599650454e-01,9.975385000000002167e-01,9.975168333333336301e-01
-1.662931733659833711e-01,9.975578333333336989e-01,9.975008333333336141e-01
-1.632968999720016967e-01,9.975608333333335631e-01,9.975025000000001807e-01
-1.603006265780200224e-01,9.975721666666664822e-01,9.975001666666672984e-01
-1.573043531840382370e-01,9.975661666666669758e-01,9.975013333333329069e-01
-1.543080797900565626e-01,9.975649999999999240e-01,9.975105000000000777e-01
-1.513118063960748882e-01,9.975463333333333127e-01,9.975121666666667553e-01
-1.483155330020932139e-01,9.975219999999997977e-01,9.975191666666671786e-01
-1.453192596081115395e-01,9.975165000000001392e-01,9.975103333333331657e-01
-1.423229862141298652e-01,9.975135000000000529e-01,9.974956666666667804e-01
-1.393267128201481908e-01,9.975073333333327463e-01,9.975046666666667061e-01
-1.363304394261665164e-01,9.975081666666665292e-01,9.975058333333332028e-01
-1.333341660321848421e-01,9.975143333333336138e-01,9.975108333333332356e-01
-1.303378926382031677e-01,9.975098333333335399e-01,9.974918333333330223e-01
-1.273416192442214934e-01,9.975121666666663112e-01,9.974946666666671957e-01
-1.243453458502398190e-01,9.974996666666667844e-01,9.974971666666667680e-01
-1.213490724562581446e-01,9.974961666666666282e-01,9.974794999999999634e-01
-1.183527990622764703e-01,9.974920000000000453e-01,9.974853333333330019e-01
-1.153565256682947959e-01,9.974948333333334416e-01,9.974825000000002717e-01
-1.123602522743130105e-01,9.975008333333330590e-01,9.974830000000003416e-01
-1.093639788803313362e-01,9.974961666666667393e-01,9.974868333333331005e-01
-1.063677054863496618e-01,9.975061666666664717e-01,9.974941666666670148e-01
-1.033714320923679875e-01,9.975090000000006452e-01,9.974878333333332403e-01
-1.003751586983863131e-01,9.975206666666668331e-01,9.974821666666666697e-01
-9.737888530440463875e-02,9.975278333333331693e-01,9.974839999999995932e-01
-9.438261191042296439e-02,9.975306666666666766e-01,9.974901666666670108e-01
-9.138633851644129003e-02,9.975318333333332843e-01,9.974884999999997781e-01
-8.839006512245961567e-02,9.975235000000001184e-01,9.974815000000002430e-01
-8.539379172847794131e-02,9.975046666666668171e-01,9.974658333333336069e-01
-8.239751833449626695e-02,9.975144999999993045e-01,9.974591666666670076e-01
-7.940124494051459259e-02,9.974974999999999259e-01,9.974583333333337798e-01
-7.640497154653291823e-02,9.974923333333334252e-01,9.974541666666668638e-01
-7.340869815255124387e-02,9.974865000000000537e-01,9.974456666666664528e-01
-7.041242475856956951e-02,9.974755000000004035e-01,9.974435000000004825e-01
-6.741615136458789515e-02,9.974819999999997577e-01,9.974431666666662144e-01
-6.441987797060622079e-02,9.974713333333332654e-01,9.974354999999998084e-01
-6.142360457662443540e-02,9.974678333333334423e-01,9.974421666666669628e-01
-5.842733118264276104e-02,9.974668333333335246e-01,9.974571666666666170e-01
-5.543105778866108668e-02,9.974800000000001443e-01,9.974703333333335697e-01
-5.243478439467941232e-02,9.974775000000002390e-01,9.974843333333335282e-01
-4.943851100069773796e-02,9.974785000000001567e-01,9.974905000000003907e-01
-4.644223760671617462e-02,9.974776666666670399e-01,9.975020000000003328e-01
-4.344596421273450026e-02,9.974696666666666989e-01,9.975063333333337168e-01
-4.044969081875282590e-02,9.974768333333332571e-01,9.975241666666668783e-01
-3.745341742477092950e-02,9.974806666666662380e-01,9.975123333333333342e-01
-3.445714403078925514e-02,9.974744999999997086e-01,9.975276666666668124e-01
-3.146087063680758078e-02,9.974826666666669617e-01,9.975293333333331569e-01
-2.846459724282590642e-02,9.974971666666667680e-01,9.975335000000004060e-01
-2.546832384884423206e-02,9.975126666666667141e-01,9.975315000000006815e-01
-2.247205045486255770e-02,9.975108333333336796e-01,9.975298333333331158e-01
-1.947577706088088334e-02,9.975063333333336058e-01,9.975245000000000362e-01
-1.647950366689920898e-02,9.975156666666663563e-01,9.975088333333332891e-01
-1.348323027291753462e-02,9.975143333333333917e-01,9.975041666666665252e-01
-1.048695687893586026e-02,9.975023333333331577e-01,9.975038333333332563e-01
-7.490683484954185900e-03,9.974984999999996216e-01,9.975079999999998392e-01
-4.494410090972511540e-03,9.974950000000003536e-01,9.975003333333335442e-01
-1.498136696990837180e-03,9.974911666666663734e-01,9.975059999999997817e-01
1.498136696990837180e-03,9.974871666666662584e-01,9.975169999999998760e-01
4.494410090972511540e-03,9.974906666666659705e-01,9.975118333333333753e-01
7.490683484954185900e-03,9.974910000000000165e-01,9.975090000000000900e-01
1.048695687893586026e-02,9.974899999999998768e-01,9.975158333333337124e-01
1.348323027291753462e-02,9.974828333333334296e-01,9.975044999999994610e-01
1.647950366689920898e-02,9.974751666666669125e-01,9.975055000000003780e-01
1.947577706088088334e-02,9.974746666666666206e-01,9.975068333333326764e-01
2.247205045486255770e-02,9.974730000000000540e-01,9.975039999999998352e-01
2.546832384884423206e-02,9.974711666666667975e-01,9.975149999999994854e-01
2.846459724282590642e-02,9.974608333333335741e-01,9.975199999999998512e-01
3.146087063680758078e-02,9.974718333333333353e-01,9.975276666666667014e-01
3.445714403078925514e-02,9.974735000000005680e-01,9.975295000000002910e-01
3.745341742477092950e-02,9.974831666666664765e-01,9.975048333333336181e-01
4.044969081875260386e-02,9.974875000000004155e-01,9.975138333333337659e-01
4.344596421273427822e-02,9.974961666666665172e-01,9.975118333333334864e-01
4.644223760671595258e-02,9.975036666666665663e-01,9.975036666666667884e-01
4.943851100069762694e-02,9.975226666666664466e-01,9.974955000000005345e-01
5.243478439467930130e-02,9.975293333333336010e-01,9.974863333333329196e-01
5.543105778866119770e-02,9.975280000000001923e-01,9.974813333333333309e-01
5.842733118264287207e-02,9.975443333333331442e-01,9.974871666666663694e-01
6.142360457662454643e-02,9.975423333333334197e-01,9.975006666666669242e-01
6.441987797060622079e-02,9.975523333333334852e-01,9.975016666666666199e-01
6.741615136458789515e-02,9.975603333333332712e-01,9.975093333333331369e-01
7.041242475856956951e-02,9.975573333333329629e-01,9.975056666666670679e-01
7.340869815255124387e-02,9.975628333333332876e-01,9.974994999999999834e-01
7.640497154653291823e-02,9.975638333333333163e-01,9.975096666666666279e-01
7.940124494051459259e-02,9.975566666666666471e-01,9.975190000000000445e-01
8.239751833449626695e-02,9.975665000000000227e-01,9.975096666666664058e-01
