,frame,flux,std
198,-2.986064376202425,1.0,0.0
199,-2.985278879851984,1.0,0.0
200,-2.9844933835015426,1.0,0.0
201,-2.9837078871511014,1.0,0.0
202,-2.98292239080066,1.0,0.0
203,-2.9821368944502185,1.0,0.0
204,-2.9813513980997772,1.0,0.0
205,-2.980565901749336,1.0,0.0
206,-2.9797804053988948,1.0,0.0
207,-2.9789949090484535,1.0,0.0
208,-2.9782094126980123,1.0,0.0
209,-2.977423916347571,1.0,0.0
210,-2.97663841999713,1.0,0.0
211,-2.9758529236466886,1.0,0.0
212,-2.9750674272962474,1.0,0.0
213,-2.974281930945806,1.0,0.0
214,-2.973496434595365,1.0,0.0
215,-2.9727109382449237,1.0,0.0
216,-2.9719254418944825,1.0,0.0
217,-2.9711399455440413,1.0,0.0
218,-2.9703544491936,1.0,0.0
219,-2.969568952843159,1.0,0.0
220,-2.9687834564927176,1.0,0.0
221,-2.9679979601422763,1.0,0.0
222,-2.9672124637918347,1.0,0.0
223,-2.9664269674413934,1.0,0.0
224,-2.965641471090952,1.0,0.0
225,-2.964855974740511,1.0,0.0
226,-2.9640704783900698,1.0,0.0
227,-2.9632849820396285,1.0,0.0
228,-2.9624994856891873,1.0,0.0
229,-2.961713989338746,1.0,0.0
230,-2.960928492988305,1.0,0.0
231,-2.9601429966378636,1.0,0.0
232,-2.9593575002874224,1.0,0.0
233,-2.958572003936981,1.0,0.0
234,-2.95778650758654,1.0,0.0
235,-2.9570010112360987,1.0,0.0
236,-2.9562155148856575,1.0,0.0
237,-2.9554300185352163,1.0,0.0
238,-2.9546445221847746,1.0,0.0
239,-2.9538590258343334,1.0,0.0
240,-2.953073529483892,1.0,0.0
241,-2.952288033133451,1.0,0.0
242,-2.9515025367830097,1.0,0.0
243,-2.9507170404325684,1.0,0.0
244,-2.949931544082127,1.0,0.0
245,-2.949146047731686,1.0,0.0
246,-2.9483605513812448,1.0,0.0
247,-2.9475750550308035,1.0,0.0
248,-2.9467895586803623,1.0,0.0
249,-2.946004062329921,1.0,0.0
250,-2.94521856597948,1.0,0.0
251,-2.9444330696290386,1.0,0.0
252,-2.9436475732785974,1.0,0.0
253,-2.942862076928156,1.0,0.0
254,-2.942076580577715,1.0,0.0
255,-2.9412910842272737,1.0,0.0
256,-2.9405055878768325,1.0,0.0
257,-2.939720091526391,1.0,0.0
258,-2.9389345951759496,1.0,0.0
259,-2.9381490988255083,1.0,0.0
260,-2.937363602475067,1.0,0.0
261,-2.936578106124626,1.0,0.0
262,-2.9357926097741847,1.0,0.0
263,-2.9350071134237434,1.0,0.0
264,-2.934221617073302,0.9999744444444438,2.0291091519719618e-05
265,-2.933436120722861,0.9999759722222216,1.8104101404219123e-05
266,-2.9326506243724197,1.0,0.0
267,-2.9318651280219785,1.0,0.0
268,-2.9310796316715373,1.0,0.0
269,-2.930294135321096,1.0,0.0
270,-2.929508638970655,0.9999874999999997,1.3650735972560288e-05
271,-2.9287231426202136,0.9999884722222219,1.3742983619483454e-05
272,-2.9279376462697724,0.9999866666666664,1.3709958532501888e-05
273,-2.927152149919331,1.0,0.0
274,-2.9263666535688895,1.0,0.0
275,-2.9255811572184482,1.0,0.0
276,-2.924795660868007,1.0,0.0
277,-2.924010164517566,1.0,0.0
278,-2.9232246681671246,1.0,0.0
279,-2.9224391718166833,1.0,0.0
280,-2.921653675466242,1.0,0.0
281,-2.920868179115801,1.0,0.0
282,-2.9200826827653596,1.0,0.0
283,-2.9192971864149184,1.0,0.0
284,-2.918511690064477,1.0,0.0
285,-2.917726193714036,1.0,0.0
286,-2.9169406973635947,1.0,0.0
287,-2.9161552010131535,1.0,0.0
288,-2.9153697046627123,1.0,0.0
289,-2.914584208312271,1.0,0.0
290,-2.91379871196183,1.0,0.0
291,-2.9130132156113886,1.0,0.0
292,-2.912227719260947,1.0,0.0
293,-2.9114422229105057,1.0,0.0
294,-2.9106567265600645,1.0,0.0
295,-2.9098712302096232,1.0,0.0
296,-2.909085733859182,1.0,0.0
297,-2.908300237508741,1.0,0.0
298,-2.9075147411582996,1.0,0.0
299,-2.9067292448078583,1.0,0.0
300,-2.905943748457417,1.0,0.0
301,-2.905158252106976,1.0,0.0
302,-2.9043727557565346,1.0,0.0
303,-2.9035872594060934,1.0,0.0
304,-2.902801763055652,1.0,0.0
305,-2.902016266705211,1.0,0.0
306,-2.9012307703547697,1.0,0.0
307,-2.9004452740043285,1.0,0.0
308,-2.8996597776538873,1.0,0.0
309,-2.8988742813034456,1.0,0.0
310,-2.8980887849530044,1.0,0.0
311,-2.897303288602563,1.0,0.0
312,-2.896517792252122,1.0,0.0
313,-2.8957322959016807,1.0,0.0
314,-2.8949467995512395,1.0,0.0
315,-2.8941613032007982,1.0,0.0
316,-2.893375806850357,1.0,0.0
317,-2.8925903104999158,1.0,0.0
318,-2.8918048141494745,1.0,0.0
319,-2.8910193177990333,1.0,0.0
320,-2.890233821448592,1.0,0.0
321,-2.889448325098151,1.0,0.0
322,-2.8886628287477096,1.0,0.0
323,-2.8878773323972684,1.0,0.0
324,-2.887091836046827,1.0,0.0
325,-2.886306339696386,1.0,0.0
326,-2.8855208433459447,1.0,0.0
327,-2.8847353469955035,1.0,0.0
328,-2.883949850645062,1.0,0.0
329,-2.8831643542946206,1.0,0.0
330,-2.8823788579441794,1.0,0.0
331,-2.881593361593738,1.0,0.0
332,-2.880807865243297,1.0,0.0
333,-2.8800223688928557,1.0,0.0
334,-2.8792368725424144,1.0,0.0
335,-2.878451376191973,1.0,0.0
336,-2.877665879841532,1.0,0.0
337,-2.8768803834910908,1.0,0.0
338,-2.8760948871406495,1.0,0.0
339,-2.8753093907902083,1.0,0.0
340,-2.874523894439767,1.0,0.0
341,-2.873738398089326,1.0,0.0
342,-2.8729529017388846,1.0,0.0
343,-2.8721674053884434,1.0,0.0
344,-2.8713819090380017,1.0,0.0
345,-2.8705964126875605,1.0,0.0
346,-2.8698109163371193,1.0,0.0
347,-2.869025419986678,1.0,0.0
348,-2.868239923636237,1.0,0.0
349,-2.8674544272857956,1.0,0.0
350,-2.8666689309353544,1.0,0.0
351,-2.865883434584913,1.0,0.0
352,-2.865097938234472,1.0,0.0
353,-2.8643124418840307,1.0,0.0
354,-2.8635269455335894,1.0,0.0
355,-2.862741449183148,1.0,0.0
356,-2.861955952832707,1.0,0.0
357,-2.8611704564822658,1.0,0.0
358,-2.8603849601318245,1.0,0.0
359,-2.8595994637813833,1.0,0.0
360,-2.858813967430942,1.0,0.0
361,-2.858028471080501,1.0,0.0
362,-2.8572429747300596,1.0,0.0
363,-2.8564574783796184,1.0,0.0
364,-2.8556719820291767,1.0,0.0
365,-2.8548864856787355,1.0,0.0
366,-2.8541009893282943,1.0,0.0
367,-2.853315492977853,1.0,0.0
368,-2.852529996627412,1.0,0.0
369,-2.8517445002769706,1.0,0.0
370,-2.8509590039265293,1.0,0.0
371,-2.850173507576088,1.0,0.0
372,-2.849388011225647,1.0,0.0
373,-2.8486025148752057,1.0,0.0
374,-2.8478170185247644,1.0,0.0
375,-2.847031522174323,1.0,0.0
376,-2.846246025823882,1.0,0.0
377,-2.8454605294734407,1.0,0.0
378,-2.8446750331229995,1.0,0.0
379,-2.843889536772558,1.0,0.0
380,-2.8431040404221166,1.0,0.0
381,-2.8423185440716754,1.0,0.0
382,-2.841533047721234,1.0,0.0
383,-2.840747551370793,1.0,0.0
384,-2.8399620550203517,1.0,0.0
385,-2.8391765586699105,1.0,0.0
386,-2.8383910623194692,1.0,0.0
387,-2.837605565969028,1.0,0.0
388,-2.836820069618587,1.0,0.0
389,-2.8360345732681456,1.0,0.0
390,-2.8352490769177043,1.0,0.0
391,-2.834463580567263,1.0,0.0
392,-2.833678084216822,1.0,0.0
393,-2.8328925878663807,1.0,0.0
394,-2.8321070915159394,1.0,0.0
395,-2.831321595165498,1.0,0.0
396,-2.830536098815057,1.0,0.0
397,-2.8297506024646157,1.0,0.0
398,-2.8289651061141745,1.0,0.0
399,-2.828179609763733,1.0,0.0
400,-2.8273941134132916,1.0,0.0
401,-2.8266086170628504,1.0,0.0
402,-2.825823120712409,1.0,0.0
403,-2.825037624361968,1.0,0.0
404,-2.8242521280115267,1.0,0.0
405,-2.8234666316610855,1.0,0.0
406,-2.8226811353106442,1.0,0.0
407,-2.821895638960203,1.0,0.0
408,-2.821110142609762,1.0,0.0
409,-2.8203246462593206,1.0,0.0
410,-2.8195391499088793,1.0,0.0
411,-2.818753653558438,1.0,0.0
412,-2.817968157207997,1.0,0.0
413,-2.8171826608575556,1.0,0.0
414,-2.816397164507114,1.0,0.0
415,-2.8156116681566727,1.0,0.0
416,-2.8148261718062315,1.0,0.0
417,-2.8140406754557903,1.0,0.0
418,-2.813255179105349,1.0,0.0
419,-2.812469682754908,1.0,0.0
420,-2.8116841864044666,1.0,0.0
421,-2.8108986900540254,1.0,0.0
422,-2.810113193703584,1.0,0.0
423,-2.809327697353143,1.0,0.0
424,-2.8085422010027017,1.0,0.0
425,-2.8077567046522605,1.0,0.0
426,-2.8069712083018192,1.0,0.0
427,-2.806185711951378,1.0,0.0
428,-2.8054002156009368,1.0,0.0
429,-2.8046147192504955,1.0,0.0
430,-2.8038292229000543,1.0,0.0
431,-2.803043726549613,1.0,0.0
432,-2.802258230199172,1.0,0.0
433,-2.8014727338487306,1.0,0.0
434,-2.800687237498289,1.0,0.0
435,-2.7999017411478477,1.0,0.0
436,-2.7991162447974065,1.0,0.0
437,-2.7983307484469653,1.0,0.0
438,-2.797545252096524,1.0,0.0
439,-2.796759755746083,1.0,0.0
440,-2.7959742593956416,1.0,0.0
441,-2.7951887630452004,1.0,0.0
442,-2.794403266694759,1.0,0.0
443,-2.793617770344318,1.0,0.0
444,-2.7928322739938767,1.0,0.0
445,-2.7920467776434355,1.0,0.0
446,-2.7912612812929942,1.0,0.0
447,-2.790475784942553,1.0,0.0
448,-2.7896902885921118,1.0,0.0
449,-2.7889047922416705,1.0,0.0
450,-2.788119295891229,1.0,0.0
451,-2.7873337995407876,1.0,0.0
452,-2.7865483031903464,1.0,0.0
453,-2.785762806839905,1.0,0.0
454,-2.784977310489464,1.0,0.0
455,-2.7841918141390227,1.0,0.0
456,-2.7834063177885815,1.0,0.0
457,-2.7826208214381403,1.0,0.0
458,-2.781835325087699,1.0,0.0
459,-2.781049828737258,1.0,0.0
460,-2.7802643323868166,1.0,0.0
461,-2.7794788360363754,1.0,0.0
462,-2.778693339685934,1.0,0.0
463,-2.777907843335493,1.0,0.0
464,-2.7771223469850517,1.0,0.0
465,-2.7763368506346104,1.0,0.0
466,-2.775551354284169,1.0,0.0
467,-2.774765857933728,1.0,0.0
468,-2.7739803615832868,1.0,0.0
469,-2.773194865232845,1.0,0.0
470,-2.772409368882404,1.0,0.0
471,-2.7716238725319626,1.0,0.0
472,-2.7708383761815214,1.0,0.0
473,-2.77005287983108,1.0,0.0
474,-2.769267383480639,1.0,0.0
475,-2.7684818871301977,1.0,0.0
476,-2.7676963907797565,1.0,0.0
477,-2.7669108944293153,1.0,0.0
478,-2.766125398078874,1.0,0.0
479,-2.765339901728433,1.0,0.0
480,-2.7645544053779916,1.0,0.0
481,-2.7637689090275503,1.0,0.0
482,-2.762983412677109,1.0,0.0
483,-2.762197916326668,1.0,0.0
484,-2.7614124199762267,1.0,0.0
485,-2.760626923625785,1.0,0.0
486,-2.7598414272753438,1.0,0.0
487,-2.7590559309249025,1.0,0.0
488,-2.7582704345744613,1.0,0.0
489,-2.75748493822402,1.0,0.0
490,-2.756699441873579,1.0,0.0
491,-2.7559139455231376,1.0,0.0
492,-2.7551284491726964,1.0,0.0
493,-2.754342952822255,1.0,0.0
494,-2.753557456471814,1.0,0.0
495,-2.7527719601213727,1.0,0.0
496,-2.7519864637709315,1.0,0.0
497,-2.7512009674204903,1.0,0.0
498,-2.750415471070049,1.0,0.0
499,-2.749629974719608,1.0,0.0
500,-2.7488444783691666,1.0,0.0
501,-2.7480589820187253,1.0,0.0
502,-2.747273485668284,1.0,0.0
503,-2.746487989317843,1.0,0.0
504,-2.7457024929674017,1.0,0.0
505,-2.74491699661696,1.0,0.0
506,-2.7441315002665188,1.0,0.0
507,-2.7433460039160775,1.0,0.0
508,-2.7425605075656363,1.0,0.0
509,-2.741775011215195,1.0,0.0
510,-2.740989514864754,1.0,0.0
511,-2.7402040185143126,1.0,0.0
512,-2.7394185221638714,1.0,0.0
513,-2.73863302581343,1.0,0.0
514,-2.737847529462989,1.0,0.0
515,-2.7370620331125477,1.0,0.0
516,-2.7362765367621065,1.0,0.0
517,-2.7354910404116652,1.0,0.0
518,-2.734705544061224,1.0,0.0
519,-2.733920047710783,1.0,0.0
520,-2.733134551360341,1.0,0.0
521,-2.7323490550099,1.0,0.0
522,-2.7315635586594587,0.989635277777778,0.00037217568116995554
523,-2.7307780623090174,1.0,0.0
524,-2.729992565958576,1.0,0.0
525,-2.729207069608135,1.0,0.0
526,-2.7284215732576937,1.0,0.0
527,-2.7276360769072525,1.0,0.0
528,-2.7268505805568113,1.0,0.0
529,-2.72606508420637,1.0,0.0
530,-2.725279587855929,1.0,0.0
531,-2.7244940915054876,1.0,0.0
532,-2.7237085951550464,1.0,0.0
533,-2.722923098804605,1.0,0.0
534,-2.722137602454164,1.0,0.0
535,-2.7213521061037227,1.0,0.0
536,-2.7205666097532815,1.0,0.0
537,-2.7197811134028402,1.0,0.0
538,-2.718995617052399,1.0,0.0
539,-2.7182101207019578,1.0,0.0
540,-2.717424624351516,1.0,0.0
541,-2.716639128001075,1.0,0.0
542,-2.7158536316506336,1.0,0.0
543,-2.7150681353001924,1.0,0.0
544,-2.714282638949751,1.0,0.0
545,-2.71349714259931,1.0,0.0
546,-2.7127116462488687,1.0,0.0
547,-2.7119261498984275,1.0,0.0
548,-2.7111406535479863,1.0,0.0
549,-2.710355157197545,1.0,0.0
550,-2.709569660847104,1.0,0.0
551,-2.7087841644966626,1.0,0.0
552,-2.7079986681462214,1.0,0.0
553,-2.70721317179578,1.0,0.0
554,-2.706427675445339,1.0,0.0
555,-2.7056421790948977,1.0,0.0
556,-2.704856682744456,1.0,0.0
557,-2.704071186394015,1.0,0.0
558,-2.7032856900435736,1.0,0.0
559,-2.7025001936931323,1.0,0.0
560,-2.701714697342691,1.0,0.0
561,-2.70092920099225,1.0,0.0
562,-2.7001437046418086,1.0,0.0
563,-2.6993582082913674,1.0,0.0
564,-2.698572711940926,1.0,0.0
565,-2.697787215590485,1.0,0.0
566,-2.6970017192400437,1.0,0.0
567,-2.6962162228896025,1.0,0.0
568,-2.6954307265391613,1.0,0.0
569,-2.69464523018872,1.0,0.0
570,-2.693859733838279,1.0,0.0
571,-2.6930742374878376,1.0,0.0
572,-2.6922887411373964,1.0,0.0
573,-2.691503244786955,1.0,0.0
574,-2.690717748436514,1.0,0.0
575,-2.6899322520860722,1.0,0.0
576,-2.689146755735631,1.0,0.0
577,-2.6883612593851898,1.0,0.0
578,-2.6875757630347485,1.0,0.0
579,-2.6867902666843073,1.0,0.0
580,-2.686004770333866,1.0,0.0
581,-2.685219273983425,1.0,0.0
582,-2.6844337776329836,1.0,0.0
583,-2.6836482812825424,1.0,0.0
584,-2.682862784932101,1.0,0.0
585,-2.68207728858166,1.0,0.0
586,-2.6812917922312187,1.0,0.0
587,-2.6805062958807775,1.0,0.0
588,-2.6797207995303363,1.0,0.0
589,-2.678935303179895,1.0,0.0
590,-2.678149806829454,1.0,0.0
591,-2.677364310479012,1.0,0.0
592,-2.676578814128571,1.0,0.0
593,-2.6757933177781297,1.0,0.0
594,-2.6750078214276884,1.0,0.0
595,-2.674222325077247,1.0,0.0
596,-2.673436828726806,1.0,0.0
597,-2.6726513323763648,1.0,0.0
598,-2.6718658360259235,1.0,0.0
599,-2.6710803396754823,1.0,0.0
600,-2.670294843325041,1.0,0.0
601,-2.6695093469746,1.0,0.0
602,-2.6687238506241586,1.0,0.0
603,-2.6679383542737174,1.0,0.0
604,-2.667152857923276,1.0,0.0
605,-2.666367361572835,1.0,0.0
606,-2.6655818652223937,1.0,0.0
607,-2.6647963688719525,1.0,0.0
608,-2.6640108725215113,1.0,0.0
609,-2.66322537617107,1.0,0.0
610,-2.662439879820629,1.0,0.0
611,-2.661654383470187,1.0,0.0
612,-2.660868887119746,1.0,0.0
613,-2.6600833907693047,1.0,0.0
614,-2.6592978944188634,1.0,0.0
615,-2.658512398068422,1.0,0.0
616,-2.657726901717981,1.0,0.0
617,-2.6569414053675398,1.0,0.0
618,-2.6561559090170985,1.0,0.0
619,-2.6553704126666573,1.0,0.0
620,-2.654584916316216,1.0,0.0
621,-2.653799419965775,1.0,0.0
622,-2.6530139236153336,1.0,0.0
623,-2.6522284272648924,1.0,0.0
624,-2.651442930914451,1.0,0.0
625,-2.65065743456401,1.0,0.0
626,-2.6498719382135683,1.0,0.0
627,-2.649086441863127,1.0,0.0
628,-2.648300945512686,1.0,0.0
629,-2.6475154491622446,1.0,0.0
630,-2.6467299528118033,1.0,0.0
631,-2.645944456461362,1.0,0.0
632,-2.645158960110921,1.0,0.0
633,-2.6443734637604797,1.0,0.0
634,-2.6435879674100384,1.0,0.0
635,-2.642802471059597,1.0,0.0
636,-2.642016974709156,1.0,0.0
637,-2.6412314783587147,1.0,0.0
638,-2.6404459820082735,1.0,0.0
639,-2.6396604856578323,1.0,0.0
640,-2.638874989307391,1.0,0.0
641,-2.63808949295695,1.0,0.0
642,-2.6373039966065086,1.0,0.0
643,-2.6365185002560674,1.0,0.0
644,-2.635733003905626,1.0,0.0
645,-2.634947507555185,1.0,0.0
646,-2.6341620112047437,1.0,0.0
647,-2.633376514854302,1.0,0.0
648,-2.632591018503861,1.0,0.0
649,-2.6318055221534196,1.0,0.0
650,-2.6310200258029783,1.0,0.0
651,-2.630234529452537,1.0,0.0
652,-2.629449033102096,1.0,0.0
653,-2.6286635367516547,1.0,0.0
654,-2.6278780404012134,1.0,0.0
655,-2.627092544050772,1.0,0.0
656,-2.626307047700331,1.0,0.0
657,-2.6255215513498897,1.0,0.0
658,-2.6247360549994485,1.0,0.0
659,-2.6239505586490073,1.0,0.0
660,-2.6231650622985656,1.0,0.0
661,-2.6223795659481244,1.0,0.0
662,-2.621594069597683,1.0,0.0
663,-2.620808573247242,1.0,0.0
664,-2.6200230768968007,1.0,0.0
665,-2.6192375805463595,1.0,0.0
666,-2.6184520841959182,1.0,0.0
667,-2.617666587845477,1.0,0.0
668,-2.616881091495036,1.0,0.0
669,-2.6160955951445946,1.0,0.0
670,-2.6153100987941533,1.0,0.0
671,-2.614524602443712,1.0,0.0
672,-2.613739106093271,1.0,0.0
673,-2.6129536097428296,1.0,0.0
674,-2.6121681133923884,1.0,0.0
675,-2.611382617041947,1.0,0.0
676,-2.610597120691506,1.0,0.0
677,-2.6098116243410647,1.0,0.0
678,-2.6090261279906235,1.0,0.0
679,-2.6082406316401823,1.0,0.0
680,-2.607455135289741,1.0,0.0
681,-2.6066696389393,1.0,0.0
682,-2.605884142588858,1.0,0.0
683,-2.605098646238417,1.0,0.0
684,-2.6043131498879757,1.0,0.0
685,-2.6035276535375345,1.0,0.0
686,-2.6027421571870932,1.0,0.0
687,-2.601956660836652,1.0,0.0
688,-2.6011711644862108,1.0,0.0
689,-2.6003856681357695,1.0,0.0
690,-2.5996001717853283,1.0,0.0
691,-2.598814675434887,1.0,0.0
692,-2.598029179084446,1.0,0.0
693,-2.5972436827340046,1.0,0.0
694,-2.5964581863835634,1.0,0.0
695,-2.595672690033122,1.0,0.0
696,-2.5948871936826805,1.0,0.0
697,-2.5941016973322393,1.0,0.0
698,-2.593316200981798,1.0,0.0
699,-2.592530704631357,1.0,0.0
700,-2.5917452082809156,1.0,0.0
701,-2.5909597119304744,1.0,0.0
702,-2.590174215580033,1.0,0.0
703,-2.589388719229592,1.0,0.0
704,-2.5886032228791507,1.0,0.0
705,-2.5878177265287094,1.0,0.0
706,-2.587032230178268,1.0,0.0
707,-2.586246733827827,1.0,0.0
708,-2.5854612374773858,1.0,0.0
