# phase, panels:1,2,4,8,16...
-3.141592653589793116e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.350000000000000533e-01 3.878000000000000336e-01 3.953999999999999737e-01 3.970000000000000195e-01 4.150000000000000355e-01 4.023999999999999799e-01
-3.110018858076327941e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.878000000000000114e-01 9.233999999999999986e-01 3.766000000000000458e-01 3.836000000000000520e-01 3.868000000000000327e-01 3.980000000000000204e-01 3.903999999999999693e-01
-3.078445062562862766e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.657999999999999918e-01 8.983999999999999764e-01 3.606000000000000316e-01 3.708000000000000185e-01 3.676000000000000378e-01 3.738000000000000211e-01 3.771999999999999797e-01
-3.046871267049397147e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.419999999999999485e-01 8.704000000000000625e-01 3.379999999999999671e-01 3.561999999999999611e-01 3.461999999999999522e-01 3.511999999999999567e-01 3.499999999999999778e-01
-3.015297471535931972e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.143999999999999906e-01 8.422000000000000597e-01 3.164000000000000146e-01 3.286000000000000032e-01 3.252000000000000446e-01 3.272000000000000464e-01 3.222000000000000419e-01
-2.983723676022466798e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.875999999999999446e-01 8.067999999999999616e-01 2.992000000000000215e-01 3.092000000000000304e-01 3.045999999999999819e-01 3.015999999999999792e-01 2.985999999999999766e-01
-2.952149880509001623e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.576000000000000290e-01 7.778000000000000469e-01 2.850000000000000311e-01 2.970000000000000417e-01 2.900000000000000355e-01 2.883999999999999897e-01 2.873999999999999888e-01
-2.920576084995536448e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.322000000000000508e-01 7.478000000000000203e-01 2.790000000000000258e-01 2.885999999999999677e-01 2.803999999999999826e-01 2.822000000000000064e-01 2.815999999999999615e-01
-2.889002289482070829e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 8.024000000000000021e-01 7.206000000000000183e-01 2.778000000000000469e-01 2.813999999999999835e-01 2.780000000000000249e-01 2.813999999999999835e-01 2.828000000000000513e-01
-2.857428493968605654e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.716000000000000636e-01 6.864000000000000101e-01 2.738000000000000433e-01 2.818000000000000504e-01 2.731999999999999984e-01 2.813999999999999835e-01 2.753999999999999782e-01
-2.825854698455140479e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.478000000000000203e-01 6.579999999999999183e-01 2.725999999999999535e-01 2.828000000000000513e-01 2.790000000000000258e-01 2.842000000000000082e-01 2.758000000000000451e-01
-2.794280902941675304e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.261999999999999567e-01 6.293999999999999595e-01 2.792000000000000037e-01 2.923999999999999932e-01 2.832000000000000073e-01 2.873999999999999888e-01 2.798000000000000487e-01
-2.762707107428210129e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 7.079999999999999627e-01 6.051999999999999602e-01 2.895999999999999686e-01 3.004000000000000004e-01 2.912000000000000144e-01 3.007999999999999563e-01 2.970000000000000417e-01
-2.731133311914744510e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.865999999999999881e-01 5.897999999999999909e-01 3.040000000000000480e-01 3.075999999999999845e-01 3.045999999999999819e-01 3.115999999999999881e-01 3.060000000000000497e-01
-2.699559516401279335e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.693999999999999950e-01 5.737999999999999767e-01 3.147999999999999687e-01 3.162000000000000366e-01 3.209999999999999520e-01 3.299999999999999600e-01 3.204000000000000181e-01
-2.667985720887814161e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 6.528000000000000469e-01 5.582000000000000295e-01 3.244000000000000217e-01 3.327999999999999847e-01 3.326000000000000068e-01 3.439999999999999725e-01 3.419999999999999707e-01
-2.636411925374348986e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.993999999999999551e-01 6.384000000000000785e-01 5.438000000000000611e-01 3.416000000000000147e-01 3.424000000000000377e-01 3.471999999999999531e-01 3.524000000000000465e-01 3.519999999999999796e-01
-2.604838129860883811e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.991999999999999771e-01 6.228000000000000203e-01 5.345999999999999641e-01 3.569999999999999840e-01 3.576000000000000290e-01 3.631999999999999673e-01 3.661999999999999700e-01 3.709999999999999964e-01
-2.573264334347418192e+00 1.000000000000000000e+00 1.000000000000000000e+00 1.000000000000000000e+00 9.979999999999999982e-01 6.088000000000000078e-01 5.213999999999999746e-01 3.696000000000000396e-01 3.733999999999999542e-01 3.806000000000000494e-01 3.760000000000000009e-01 3.898000000000000353e-01
