frame,u1_0.0_u2_0.0_b_0.0,std_u1_0.0_u2_0.0_b_0.0,u1_0.0_u2_0.2_b_0.0,std_u1_0.0_u2_0.2_b_0.0,u1_0.0_u2_0.4_b_0.0,std_u1_0.0_u2_0.4_b_0.0,u1_0.0_u2_0.6_b_0.0,std_u1_0.0_u2_0.6_b_0.0,u1_0.0_u2_0.0_b_0.2,std_u1_0.0_u2_0.0_b_0.2,u1_0.0_u2_0.2_b_0.2,std_u1_0.0_u2_0.2_b_0.2,u1_0.0_u2_0.4_b_0.2,std_u1_0.0_u2_0.4_b_0.2,u1_0.0_u2_0.6_b_0.2,std_u1_0.0_u2_0.6_b_0.2,u1_0.0_u2_0.0_b_0.4,std_u1_0.0_u2_0.0_b_0.4,u1_0.0_u2_0.2_b_0.4,std_u1_0.0_u2_0.2_b_0.4
-0.0018260863478264523,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0018127084258643528,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001799330503902255,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017859525819401566,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017725746599780582,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017591967380159595,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017458188160538607,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017324408940917625,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001719062972129664,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017056850501675654,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001692307128205467,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016789292062433685,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016655512842812699,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016521733623191712,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016387954403570724,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016254175183949742,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016120395964328755,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015986616744707767,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015852837525086785,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.00157190583054658,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015585279085844814,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015451499866223828,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015317720646602845,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015183941426981855,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015050162207360868,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014916382987739884,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014782603768118902,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014648824548497911,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001451504532887693,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014381266109255945,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014247486889634956,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014113707670013972,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013979928450392988,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013846149230772006,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013712370011151015,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013578590791530028,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013444811571909044,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001331103235228806,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013177253132667071,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001304347391304609,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0012909694693425105,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0012775915473804116,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0012642136254183132,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0012508357034562148,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001237457781494116,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0012240798595320175,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0012107019375699188,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0011973240156078204,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0011839460936457218,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0011705681716836233,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001157190249721525,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0011438123277594265,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0011304344057973276,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0011170564838352292,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0011036785618731306,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001090300639911032,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0010769227179489335,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0010635447959868349,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0010501668740247364,0.9998673611111109,0.00010731132955385276,0.9998930555555544,9.328330339002856e-05,0.9999118055555546,8.693323942705849e-05,0.9999326388888882,7.927319830266984e-05,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0010367889520626378,0.9995347222222222,0.00020229680401229105,0.9995937500000002,0.00018867302821039167,0.99965625,0.00017498759876695462,0.9997270833333334,0.00015098538223333558,0.9999652777777772,5.949569441833764e-05,0.9999708333333328,5.1200857197679826e-05,0.999975694444444,4.487099994207869e-05,0.9999812499999996,3.947353191977982e-05,1.0,0.0,1.0,0.0
-0.0010234110301005394,0.9990916666666668,0.00028835420605245634,0.9992041666666672,0.0002674143164953368,0.9993312500000006,0.000243779675306616,0.9994465277777784,0.00022147334754513565,0.9997194444444444,0.00014511064318454517,0.9997597222222224,0.00013271703631559034,0.9998145833333332,0.0001293065998286903,0.999852777777777,0.00011772011166897762,1.0,0.0,1.0,0.0
-0.0010100331081384407,0.9986013888888892,0.0003381908795157806,0.9987652777777783,0.0003227456237570331,0.9989284722222224,0.00030999847545422056,0.999109027777778,0.0002778046861966881,0.9993416666666666,0.00022189211592825263,0.9994173611111112,0.00020539478510157475,0.9995020833333336,0.00019258911477453358,0.999604166666667,0.000174553000547125,1.0,0.0,1.0,0.0
-0.0009966551861763423,0.9980673611111112,0.000378119101321191,0.9982784722222221,0.00036633441912520905,0.9985006944444448,0.00035445181875819355,0.9987173611111112,0.00032989473512838683,0.998874305555556,0.00028706606409381244,0.9990256944444452,0.00026740259418437745,0.9991763888888892,0.0002493471413783953,0.9993013888888888,0.0002231361415242376,1.0,0.0,1.0,0.0
-0.0009832772642142436,0.997596527777778,0.000418052671640109,0.997822222222222,0.0004092299302378433,0.9980479166666664,0.0003801593385479063,0.998297222222222,0.00036779078526846847,0.9983868055555564,0.000338124564991398,0.9985770833333336,0.00031442232818768815,0.9987583333333336,0.0002935258206826186,0.9989527777777784,0.0002706160096730189,1.0,0.0,1.0,0.0
-0.0009698993422521447,0.9971145833333334,0.0004731277062156608,0.9973743055555556,0.0004460469157838156,0.997634722222222,0.00041987422793492634,0.9979055555555552,0.000405108200757508,0.9978812499999996,0.0003964049235641813,0.9981048611111112,0.0003950644335242043,0.9983298611111121,0.000354435491658097,0.9985673611111116,0.000337353506158284,0.9998479166666662,0.00011817600064999043,0.9998666666666659,0.00010725963653503166
-0.0009565214202900467,0.9967187500000002,0.0005064471495405779,0.996995833333333,0.000499635283648652,0.9972645833333328,0.00047307877789285233,0.9975555555555552,0.0004295687616524933,0.997397222222222,0.00045779429581849446,0.9976243055555551,0.00043806125815353946,0.9978972222222222,0.0004065057362205908,0.9981680555555555,0.00037298584605588886,0.9995395833333338,0.000190625948692256,0.999610416666667,0.0001797511461355472
-0.000943143498327948,0.9964652777777782,0.0005218138917797463,0.9967229166666663,0.0005041681014671958,0.9969979166666664,0.0004773167793723291,0.9972666666666664,0.0004641798821178744,0.9969736111111108,0.00047883241159622666,0.9972333333333332,0.0004664185848530197,0.9974958333333334,0.0004449888159227133,0.9977604166666662,0.0004370781696549143,0.9991611111111108,0.0002431309406903683,0.9992493055555555,0.0002296071104176068
-0.0009297655763658496,0.9963986111111114,0.0005176495281081784,0.9966229166666668,0.0005086022171380859,0.9968527777777776,0.0005153582596626021,0.9971180555555555,0.00047159885325885067,0.9965798611111114,0.0005223473365196117,0.9968486111111112,0.0004942942187517021,0.9971305555555556,0.0004681688784674097,0.9974395833333336,0.0004413471721772914,0.9986951388888894,0.00028635962103922447,0.998853472222223,0.0002689562802945357
-0.0009163876544037508,0.9963694444444446,0.0005186044902273345,0.9965687500000004,0.0004977568316215488,0.9967631944444448,0.0004865072790428953,0.9969965277777776,0.0005043096483814492,0.9964173611111108,0.0005559542839973983,0.9966548611111112,0.0005338426206971817,0.9969118055555556,0.0005265294996894368,0.997175694444444,0.00048445700719567286,0.9982333333333332,0.00035723345411753284,0.9984298611111113,0.0003317664271612846
-0.0009030097324416523,0.9963763888888892,0.0005018465132284037,0.9965166666666664,0.00048824136411167824,0.9966902777777776,0.0004701978668078116,0.9968715277777778,0.0004874460835965113,0.9963993055555556,0.0005703815967359633,0.9966118055555556,0.0005341893990367163,0.9968333333333332,0.0005080372543936608,0.9970402777777778,0.0005034583331417603,0.9977743055555556,0.00040517426425376184,0.9980097222222223,0.00038507805445738713
-0.0008896318104795537,0.9963694444444442,0.0005354054077213678,0.9964986111111108,0.0005121197023218046,0.9966020833333334,0.00048322107173287,0.9967638888888888,0.00046013953868552363,0.9963868055555556,0.0005859856204520225,0.9965479166666672,0.0005636215670406317,0.9967375000000002,0.0005248070633134705,0.9969541666666668,0.0005034430068151822,0.9973138888888888,0.0004701424790606413,0.9975583333333338,0.0004369507133830148
-0.0008762538885174553,0.9963708333333338,0.0005091580286592283,0.996486805555556,0.0005175167551113618,0.9965618055555558,0.0005260016715635577,0.9966798611111108,0.00046009709036433117,0.9963381944444448,0.0005693051150685457,0.9965062500000004,0.0005328516162191947,0.9966763888888888,0.0005423268768538234,0.9968555555555554,0.0005172636932890838,0.9969145833333334,0.0005046614307852586,0.9971729166666667,0.00048018159421819113
-0.0008628759665553567,0.9963750000000005,0.0005273755777432262,0.9964569444444448,0.000514262251755117,0.9965333333333334,0.0004962125067467152,0.9966125,0.0005276662893941271,0.9963562499999998,0.0005509842308861372,0.9964583333333336,0.0005370530010398628,0.99659375,0.0005568972513948209,0.9967680555555554,0.0005180965131262531,0.99656875,0.0005081127139647177,0.9968395833333337,0.0004945492827368729
-0.0008494980445932581,0.9963423611111112,0.0005298711226664467,0.9964111111111108,0.0005183812649030332,0.9965034722222221,0.0005134077139173889,0.99655625,0.00048342462021077237,0.9963534722222224,0.0005707974272297476,0.9964423611111114,0.0005392892091264606,0.9965201388888896,0.0005398469254632266,0.9966333333333328,0.0005200160253940882,0.996395833333333,0.0005323178266022288,0.9966569444444446,0.0005116901158820243
-0.0008361201226311598,0.9963548611111112,0.000571050833800242,0.9963875,0.0005376614744531269,0.996427777777778,0.0005227391059022691,0.9965270833333336,0.0004983958642484928,0.9963527777777779,0.0005616746345187123,0.9964118055555556,0.0005734576570363188,0.9965090277777776,0.0005385375250575005,0.9965673611111115,0.0005186672550398923,0.99638125,0.0005277773209062316,0.9965805555555562,0.000506203796855201
-0.000822742200669061,0.9963534722222224,0.0005125729208887227,0.9963708333333332,0.0005581726551551623,0.9963895833333342,0.0005486897798729627,0.9964263888888892,0.0005348051883687876,0.9963166666666669,0.0005537749241945416,0.996384027777778,0.0005365458621509988,0.9964541666666664,0.0005587943784679728,0.9965409722222218,0.000542840164019609,0.996385416666667,0.0005043861436879977,0.9965666666666669,0.000500416493200078
-0.0008093642787069626,0.9963562499999998,0.0004884028320852456,0.9963812500000004,0.0005041107062607022,0.9963708333333332,0.0005320568491625127,0.9963763888888892,0.0005415580375404755,0.9963541666666668,0.0005139545753814809,0.9963666666666666,0.0004987716392780866,0.996411805555556,0.0005208939779508242,0.9964715277777776,0.0005535549917199067,0.996405555555556,0.0005371535633478452,0.9965451388888888,0.0005200712016483377
-0.000795986356744864,0.9963826388888888,0.0004985506578951227,0.9963659722222226,0.0004942137219180574,0.9963680555555556,0.0004983286107790604,0.9963548611111114,0.0005254512867849416,0.9963402777777778,0.0005285356400844775,0.9963736111111114,0.000521303491496958,0.9963666666666672,0.00048141381290866885,0.9964041666666668,0.0005075415053270343,0.9964027777777782,0.0005804824515376973,0.9965305555555554,0.0005452799711282099
-0.0007826084347827652,0.996349305555556,0.0005014211093063684,0.9963604166666672,0.000503133986002111,0.996334027777778,0.0004803422575763879,0.996321527777778,0.0005130581686452129,0.9963361111111116,0.0005342367926465567,0.9963687500000002,0.0005321452152303873,0.996385416666667,0.0005059898737275492,0.9963756944444452,0.0004983765116621608,0.9963986111111112,0.0005287107980973104,0.9965187500000001,0.0005640116006325993
-0.0007692305128206669,0.9963798611111117,0.00046830019571047576,0.9963347222222227,0.0005004608215940746,0.9963229166666668,0.0004928378823109514,0.9962736111111112,0.0005029062911262093,0.9963444444444446,0.000508598898451591,0.9963597222222216,0.0005345670770600661,0.9963701388888888,0.0005304169212416852,0.996360416666667,0.000517087921906405,0.9964562500000002,0.00050334097906261,0.9964999999999998,0.0004997684649100202
-0.0007558525908585682,0.9963777777777776,0.0005134682963514164,0.9963437500000002,0.00047708636583219065,0.9962888888888892,0.0004987174909730637,0.996259027777778,0.0005003234871770337,0.9963083333333336,0.0005364708062196141,0.9963409722222224,0.0005283617931054282,0.996353472222222,0.0005280331070978019,0.9963347222222224,0.0005312005242030363,0.9965284722222224,0.0004983184493937375,0.9965243055555553,0.000495044404262247
-0.0007424746688964697,0.9963812500000004,0.000523815075953616,0.996334027777778,0.0005053528096205279,0.9962930555555556,0.0004900613308808325,0.9962229166666672,0.0004973497469923285,0.9963479166666668,0.000492379720695167,0.9963048611111116,0.000520471633665679,0.996313888888889,0.0005446215698271488,0.9962923611111114,0.0005395252363975914,0.9965409722222224,0.0005067822229031108,0.9965520833333336,0.0004982681232882433
-0.0007290967469343713,0.9963979166666668,0.00052035672637642,0.9963326388888896,0.0005368908944671421,0.9962590277777782,0.0005213936800525788,0.9962250000000002,0.000492959693341413,0.9963444444444444,0.0005186268074753763,0.996305555555556,0.0004911642128154487,0.9962562500000004,0.0005184291734368065,0.9962437500000004,0.0005556072024604483,0.996527777777778,0.0005260938047136009,0.9965618055555557,0.0004941200363671839
-0.0007157188249722724,0.996393055555556,0.0005185431128426471,0.9963277777777784,0.0005194964323360439,0.9962604166666672,0.0005325691682603153,0.9961777777777782,0.0005250587856564869,0.9963777777777784,0.0005091675001508664,0.9962972222222224,0.0005142341182720812,0.996246527777778,0.0005035057460103431,0.9962208333333342,0.0005178134674156693,0.9965263888888891,0.0005210814223952271,0.996555555555556,0.0005169951166280824
-0.0007023409030101741,0.9963625000000002,0.0005154611832926729,0.9963319444444444,0.0005136992893479077,0.9962624999999996,0.0005237032043975844,0.9961805555555564,0.0005321094174122156,0.9963513888888892,0.0005456247834556184,0.9963166666666664,0.0005398044913567253,0.99625,0.0005152759059564686,0.9961805555555556,0.0005153133410908117,0.996554166666667,0.0005024995393401282,0.9965347222222225,0.0005458792742894403
-0.0006889629810480755,0.9963173611111114,0.0005149721128431835,0.9963020833333333,0.0005199784650989578,0.9962500000000002,0.0005071251580487056,0.9961638888888892,0.0005260498028340371,0.9963347222222227,0.0005075795108911955,0.9962756944444444,0.0005370310005248268,0.99623263888889,0.0005507671242497373,0.9961763888888892,0.0005363179652748391,0.9965194444444444,0.0005330221893326642,0.9965215277777777,0.0005219150803341917
-0.0006755850590859768,0.9962861111111114,0.0005379932419603973,0.9962291666666668,0.0005261946284760368,0.9961944444444452,0.0005428761425710659,0.99615,0.0005012253503683227,0.9963375000000008,0.0005131206720393102,0.996255555555556,0.0005228276632238388,0.9962152777777782,0.0005491558476987484,0.9961465277777782,0.0005365135039951337,0.9965159722222228,0.0005362221927234453,0.9964868055555562,0.0005228567178267348
-0.0006622071371238784,0.9962819444444448,0.0005392234786028401,0.9961791666666668,0.0005572179987654258,0.9961520833333332,0.0005355058291517997,0.996074305555556,0.0005324858537215638,0.9963562500000002,0.0005611828715113953,0.9962555555555558,0.0005397115713479926,0.9961638888888892,0.0005269291422835303,0.996115972222223,0.0005438307021139317,0.9964958333333336,0.0005453772479601626,0.9964923611111117,0.0005450743061532065
-0.00064882921516178,0.9962729166666668,0.0005533946690403023,0.9961930555555558,0.0005526643518470092,0.9960951388888892,0.0005553085388344732,0.9960298611111116,0.0005443093476094917,0.996405555555556,0.0005358591808753442,0.9962902777777782,0.0005784501296301472,0.9961520833333336,0.0005506375198265592,0.9960993055555558,0.0005574927164170184,0.9964555555555556,0.0005636493744199097,0.9964708333333335,0.0005766130755445062
-0.0006354512931996812,0.9962388888888888,0.0005494034362856406,0.9961597222222222,0.0005698423406608892,0.9960875,0.0005595188491843658,0.9959875000000002,0.0005568024202400586,0.9964333333333336,0.0005201495511442408,0.9963451388888892,0.0005515441112330076,0.9962097222222224,0.000572517116569835,0.9960472222222224,0.0005462131135665859,0.9964409722222224,0.0006070949946768872,0.9964229166666669,0.0005797671247850208
-0.0006220733712375827,0.996296527777778,0.000585293910946766,0.9961375000000008,0.0005563865313091455,0.9960506944444456,0.0005847498508912033,0.9959604166666668,0.0005600473793614507,0.9963805555555554,0.0005507500497357725,0.996315277777778,0.000549219072416624,0.996252083333333,0.0005436355775735315,0.9961173611111108,0.000578601426147147,0.9964041666666668,0.0006068331960084103,0.9964083333333331,0.0005982613698599205
-0.0006086954492754842,0.9963520833333336,0.0005767949540187362,0.996204166666667,0.0006113178311980932,0.9960381944444444,0.0005869822219267215,0.9959250000000002,0.0005802896786184597,0.9963673611111116,0.000546293893199363,0.9962847222222226,0.0005459852771270558,0.9962013888888888,0.0005681132815005209,0.9960979166666666,0.0005453573518379519,0.9964708333333336,0.0005713703880762173,0.9964041666666665,0.0005827030324908793
