frame,u1_0_u2_0_b_0,std_u1_0_u2_0_b_0,u1_0_u2_0.2_b_0,std_u1_0_u2_0.2_b_0,u1_0_u2_0.4_b_0,std_u1_0_u2_0.4_b_0,u1_0_u2_0_b_0.2,std_u1_0_u2_0_b_0.2,u1_0_u2_0.2_b_0.2,std_u1_0_u2_0.2_b_0.2,u1_0_u2_0.4_b_0.2,std_u1_0_u2_0.4_b_0.2,u1_0_u2_0_b_0.4,std_u1_0_u2_0_b_0.4,u1_0_u2_0.2_b_0.4,std_u1_0_u2_0.2_b_0.4,u1_0_u2_0.4_b_0.4,std_u1_0_u2_0.4_b_0.4,u1_0_u2_0_b_0.6,std_u1_0_u2_0_b_0.6,u1_0_u2_0.2_b_0.6,std_u1_0_u2_0.2_b_0.6,u1_0_u2_0.4_b_0.6,std_u1_0_u2_0.4_b_0.6,u1_0_u2_0_b_0.8,std_u1_0_u2_0_b_0.8
-0.001872692862446464,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001864672764534488,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0018566526666225114,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0018486325687105355,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001840612470798559,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0018325923728865824,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0018245722749746067,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.00181655217706263,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0018085320791506527,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0018005119812386774,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001792491883326701,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001784471785414725,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017764516875027484,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017684315895907727,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017604114916787961,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017523913937668198,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017443712958548436,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001736351197942867,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017283311000308907,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017203110021189144,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0017122909042069385,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001704270806294962,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016962507083829858,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016882306104710097,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001680210512559033,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016721904146470568,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016641703167350804,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016561502188231045,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001648130120911128,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016401100229991516,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016320899250871757,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016240698271751991,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016160497292632226,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016080296313512464,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0016000095334392699,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001591989435527294,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015839693376153176,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015759492397033413,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015679291417913651,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015599090438793886,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015518889459674124,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015438688480554359,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015358487501434595,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015278286522314836,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015198085543195073,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015117884564075311,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0015037683584955546,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014957482605835785,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001487728162671602,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014797080647596258,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014716879668476494,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014636678689356733,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014556477710236972,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014476276731117206,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014396075751997445,0.9996666666666668,0.0009999999999999898,0.9996666666666668,0.0009999999999999898,0.9997916666666667,0.0008068715304598696,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001431587477287768,0.9994166666666672,0.0013718398027628526,0.9995000000000004,0.001301708279317769,0.9996250000000004,0.001053268721647034,0.999875,0.000633278506398771,0.9999583333333334,0.00037034143405481227,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014235673793757918,0.9991666666666672,0.0015365907428821373,0.9992083333333336,0.0015132516497778964,0.9993333333333336,0.0014337208778404296,0.9996666666666668,0.0011303883305208743,0.9997500000000002,0.0008779711460710518,0.9997916666666667,0.0008068715304598697,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0014155472814638154,0.9986250000000008,0.0018777757232072835,0.9989166666666672,0.0017300449576688822,0.9990416666666672,0.0015980674092304138,0.9993750000000003,0.0014037400439935758,0.9994583333333336,0.0013378828631668536,0.9996250000000004,0.0011777745020918762,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001407527183551839,0.9979166666666672,0.0024366985862022393,0.9982916666666674,0.0024148700218070106,0.9985833333333342,0.002025874296857195,0.998833333333334,0.001833333333333328,0.9990833333333338,0.0017460272366464106,0.9992083333333336,0.001602407043585778,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013995070856398632,0.9969166666666676,0.0028759056544562377,0.9975000000000008,0.002713136766016617,0.997833333333334,0.0025873624493766693,0.9980416666666672,0.002565462379810357,0.9983333333333336,0.002357022603955159,0.9986250000000004,0.002153404926570421,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013914869877278866,0.9959583333333342,0.003715349168576829,0.9964166666666674,0.0034870793254846186,0.9971250000000008,0.003015872363199595,0.9975000000000004,0.0030956959368344554,0.9976666666666671,0.00290593262902712,0.9980833333333342,0.0025698573241848825,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013834668898159105,0.9950000000000012,0.004013864859597443,0.9954166666666676,0.003850505017382657,0.9960833333333342,0.003526683994916482,0.9966666666666674,0.0036514837167011174,0.9970416666666674,0.0034957811875332137,0.9975000000000008,0.003004626062886664,0.9999166666666668,0.0005204164998665283,0.9999166666666668,0.0005204164998665283,0.9999583333333334,0.0003703414340548123,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001375446791903934,0.9937083333333342,0.0043459352017463215,0.9945416666666675,0.0041581162267973785,0.9951666666666672,0.0039756201472921976,0.995666666666667,0.0039581140290126495,0.9963750000000008,0.0036966106848781936,0.9967916666666674,0.003433646830347522,0.9995,0.0013017082793177685,0.9995833333333334,0.0012219065248845922,0.9997083333333334,0.0009418878796214339,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013674266939919578,0.9927916666666674,0.0050123112322449535,0.9935416666666672,0.004544341719838722,0.9941666666666672,0.00436208410943414,0.9946250000000004,0.004232603283507169,0.9952083333333341,0.0040771637064127035,0.9960000000000008,0.0038514066694304576,0.9989583333333336,0.0017154324041865675,0.9990833333333338,0.0015789412767913582,0.9992500000000004,0.001488380924957636,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013594065960799815,0.9917083333333342,0.00516380969397166,0.9926250000000004,0.005046829312658702,0.9933333333333336,0.004594682917363418,0.9936666666666668,0.004396968652757649,0.9943333333333338,0.004129837231121304,0.9949583333333338,0.004082270269783178,0.9985416666666672,0.001960991104291676,0.9987916666666672,0.0018441913313608875,0.9989166666666672,0.0017300449576688828,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.001351386498168005,0.9905833333333336,0.0057439581784302345,0.9912916666666668,0.005489731576113522,0.9922916666666668,0.004960783708246114,0.9925,0.005013869652163782,0.9933333333333336,0.004472135954999586,0.994166666666667,0.00426549463068992,0.9979166666666672,0.0023199018178458428,0.9981666666666672,0.002166666666666667,0.9985833333333342,0.0020258742968571994,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013433664002560288,0.989125,0.006318925497617809,0.9904166666666668,0.005685630034471897,0.9911666666666672,0.0054543560573178645,0.99175,0.0050819670294964476,0.9924166666666666,0.005027010377285229,0.99325,0.004563593856697693,0.9971666666666672,0.002843120351538669,0.9975833333333342,0.002580643761200338,0.9978750000000008,0.002312030733167513,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013353463023440526,0.9880833333333332,0.006556908993996754,0.989,0.0064635731432217715,0.9904166666666672,0.0058303563832372745,0.9905000000000002,0.005703312877422893,0.9914583333333332,0.005239904314223905,0.9923333333333332,0.004955356249106174,0.9962500000000007,0.0030900827029565377,0.996833333333334,0.002881936077631772,0.9973333333333342,0.0027588242262078107,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013273262044320765,0.9865833333333331,0.00666614581298669,0.9879583333333332,0.006487033006099337,0.98925,0.006432879949481761,0.9897083333333334,0.005778161712671061,0.9904583333333334,0.005718968195594571,0.9912916666666666,0.0052571049806692865,0.9950000000000008,0.004472135954999589,0.9954583333333342,0.003952627466494782,0.9965833333333342,0.002980259123707954,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013193061065201,0.9852916666666668,0.007123781572233167,0.9862916666666668,0.00668733774465677,0.9879583333333328,0.006572115970776332,0.9882083333333334,0.005843889258590267,0.9895000000000004,0.005775907817054489,0.9905,0.005479760740924536,0.9940833333333342,0.00459392715077925,0.9946250000000006,0.0045793543334307725,0.9954166666666672,0.0039572366901946,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
-0.0013112860086081238,0.9838750000000006,0.0072733102275832125,0.9851666666666667,0.006849574196011502,0.9864583333333334,0.006858566217188222,0.9866250000000004,0.0062248103496322605,0.9881666666666667,0.006053006599111625,0.9895000000000004,0.005941847823325303,0.992833333333334,0.004946940693218629,0.9935000000000006,0.0048847836299176295,0.9943750000000008,0.004672429477501221,0.9999583333333334,0.0003703414340548123,0.9999583333333334,0.0003703414340548123,1.0,0.0,1.0,0.0
-0.0013032659106961475,0.9826250000000004,0.007258974330670506,0.9837916666666672,0.007317098506618281,0.985166666666667,0.006930207628763925,0.9855000000000004,0.006500000000000003,0.9865000000000002,0.006121455890735652,0.9881250000000004,0.006210290519237675,0.9917083333333342,0.005270298062412299,0.9925000000000008,0.005177408189003037,0.9931666666666672,0.004997221450188329,0.9996666666666668,0.0009999999999999898,0.9996666666666668,0.0009999999999999898,0.9997083333333336,0.0009418878796214336,1.0,0.0
-0.0012952458127841713,0.9810416666666668,0.007666553441192887,0.9825833333333336,0.007545694136393282,0.9838333333333338,0.007399324293474367,0.9841666666666664,0.007139483330201298,0.9852083333333336,0.006621592415054791,0.9865000000000002,0.006387922632245603,0.9908750000000006,0.005815299505041289,0.9915000000000004,0.005575242894559253,0.9922916666666672,0.005338376521835922,0.9993750000000003,0.0014037400439935765,0.9995000000000004,0.0013017082793177687,0.9995833333333336,0.0011023963796102352,1.0,0.0
-0.0012872257148721948,0.9789166666666664,0.007813361063659546,0.9811666666666669,0.007639444424243877,0.9827083333333342,0.0077655533894529566,0.9828333333333334,0.007639444424243894,0.9842916666666668,0.0069760254124792,0.98525,0.0066827929956136045,0.9898333333333342,0.006075908711186068,0.9907916666666674,0.005706812449461907,0.9913333333333342,0.0054924190177613645,0.9985833333333342,0.0020258742968571994,0.9989166666666672,0.0019561157657175835,0.9991250000000004,0.0016451739185332952,1.0,0.0
-0.0012792056169602186,0.9774583333333332,0.008518668225335058,0.979083333333333,0.007975222044975704,0.9811666666666664,0.007657603338440081,0.9813333333333334,0.008259674462242577,0.9825000000000002,0.007984359711335653,0.9843333333333334,0.007137537701787954,0.9890416666666672,0.006306825006821315,0.9898333333333342,0.006098724821177335,0.9908333333333342,0.0056149601759743475,0.9979166666666672,0.00270673029481862,0.9983333333333336,0.002297341458681707,0.9987083333333338,0.002006499854639084,1.0,0.0
-0.0012711855190482425,0.9755,0.008613619706281689,0.9773749999999995,0.008294806775594256,0.979208333333333,0.007714412017631513,0.9797500000000005,0.008296167120356775,0.9812916666666668,0.007931893251649036,0.9824583333333334,0.007669270391199755,0.9880833333333336,0.006275503521188119,0.988916666666667,0.006163850708409117,0.9899166666666674,0.0062132251421195715,0.9971666666666672,0.003032234233110046,0.9975416666666672,0.002969462633766143,0.9979583333333336,0.002443457818565961,1.0,0.0
-0.001263165421136266,0.973916666666667,0.008894052319762152,0.9755416666666668,0.00877090756104773,0.9778333333333328,0.007942501704962562,0.9778333333333336,0.008548879068821437,0.9797500000000005,0.008279408862419528,0.9812916666666668,0.007896795236043537,0.9867916666666672,0.006779129532780898,0.9880000000000004,0.006227180564089802,0.9888333333333336,0.006011562932290478,0.9963750000000008,0.003423519550274417,0.9967500000000008,0.003247862544984185,0.997208333333334,0.003093171242161251,1.0,0.0
-0.0012551453232242894,0.9722916666666672,0.009228484737786345,0.9740416666666668,0.008814346733214733,0.9756666666666666,0.008762292952063266,0.9764583333333337,0.008918516163328711,0.978166666666667,0.00851306185941475,0.980125,0.00813845040532901,0.9849583333333336,0.007453443462215595,0.9867916666666668,0.006900961084435182,0.9880833333333336,0.006297596543303026,0.9955833333333338,0.004006071780573985,0.9960416666666672,0.0035782425077745188,0.9965833333333338,0.003373713746666199,1.0,0.0
